ID,Movie_name,Overview,Genres,Release Date,Collection_name,backdrop_path,poster_path
10370,Premutos - Der gefallene Engel,"Premutos is the first of the fallen Angels, even before Lucifer. His Goal is to rule the world, the living and the dead. His son should pave the way for him and appears arbitrary throughout human history and is then recognized as some kind of monster. In the present time, a young man living in Germany begins to suffer from visionary flashbacks - of the lives he lived in the past as Premutos' son! He remembers how he appeared in the middle age, when mankind suffered from pestilence and during WWII in Russia. On his (earthly) father's birthday, a case containing some strange old book and a yellow potion is found in their garden, which was hidden by some peasant in 1943, who experimented with witchery in order to re-animate his deceased wife. Whe the young man gets in touch with the book and some of the yellow potion, he mutates into a monster and awakens an army of zombies, ready to bring back the fallen Angel Premutos and to disturb the little birthday party",Horror,3/24/1997,,/goN57X1Jha4Go36TLZtLgdArWZ2.jpg,/t3EbXZwzFyMdK2kYmVwdoutIWWg.jpg
10371,For Richer or Poorer,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.",Comedy,12/11/1997,,/eXcvJhHpFiwX8GA2QmtlD19KhGP.jpg,/tPjqY9Qp5WOIBFKnyEpMBVwGr01.jpg
10372,Ewoks: The Battle for Endor,"The army of the Marauders, led by King Terak and the witch Charal, attack the Ewoks village, killing Cindel's family. Cindel and the Ewok Wicket escape and meet Teek in the forest, a naughty and very fast animal. Teek takes them to a house in which an old man, Noa, lives. Like Cindel, he also crashed with his Starcruiser on Endor. Together they fight Terak and Charal.",Adventure,11/24/1985,Star Wars: The Ewok Adventures Collection,/xdH8k2O6mpLv4szeLkQGiM1aSOC.jpg,/ntgKdekb7xMKscyh2Hei706LBLf.jpg
10373,Quadrophenia,"Based on the 1973 rock opera album of the same name by The Who, this is the story of 60s teenager Jimmy. At work he slaves in a dead-end job. While after, he shops for tailored suits and rides his scooter as part of the London Mod scene.",Drama,9/14/1979,,/n31i51vwTOOUxKd1DWU2r6if0XR.jpg,/yWKH1SEgr81ii0iTDLnSeR0WGCI.jpg
10374,Irren ist männlich,No overview found.,Comedy,10/31/1996,,/oaFZlC8GUQyV0UcEbw73KqD2G08.jpg,/duKNHpSNAI8mwTZP8E1cRpAXUtv.jpg
10375,D-Tox,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,Action,1/4/2002,,/hGIbec0RzuUdu5NJuTIpSQ53bQR.jpg,/AdLg3zOxCcyWQYKSK86q20dibq.jpg
10376,La leggenda del pianista sull'oceano,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",Drama,10/28/1998,,/6rmb35g7XoMCMQtnbH0rUecFZlV.jpg,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg
10377,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!",Comedy,3/13/1992,,/zUoIx6XGzebunhKyNa7g5FUcRxV.jpg,/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg
10378,Big Buck Bunny,"Follow a day of the life of Big Buck Bunny when he meets three bullying rodents: Frank, Rinky, and Gamera. The rodents amuse themselves by harassing helpless creatures by throwing fruits, nuts and rocks at them. After the deaths of two of Bunny's favorite butterflies, and an offensive attack on Bunny himself, Bunny sets aside his gentle nature and orchestrates a complex plan for revenge.",Animation,4/10/2008,,/bZxwNUANy2KAYBjM9UyUlqiCMI1.jpg,/i9jJzvoXET4D9pOkoEwncSdNNER.jpg
10379,Drop Dead Fred,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.",Comedy,4/19/1991,,/kVLZybnYOgzEgdIqompaeDelIor.jpg,/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg
10380,An American Tail: Fievel Goes West,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",Adventure,11/21/1991,An American Tail Collection,/6scIG1WRoUwwOOqJnuNFLmy5bui.jpg,/cImuS7FE9MHT5vnwIHGx1Ryh0K1.jpg
10381,Plunkett & MacLeane,"Will Plunkett and Captain James Macleane, two men from different ends of the social spectrum in 18th-century England, enter a gentlemen's agreement: They decide to rid the aristocrats of their belongings. With Plunkett's criminal know-how and Macleane's social connections, they team up to be soon known as ""The Gentlemen Highwaymen"". But when one day these gentlemen hold up Lord Chief Justice Gibson's coach, Macleane instantly falls in love with his beautiful and cunning niece, Lady Rebecca Gibson. Unfortunately, Thief Taker General Chance, who also is quite fond of Rebecca, is getting closer and closer to getting both.",Drama,1/22/1999,,/tKQH4kTV9PHtDTghmlPTiLVMuWE.jpg,/1YlpRvc1KnWtyGNxX5tgCBaFdKX.jpg
10383,Lost Souls,"A small group of Catholics led by an ailing priest believe that Satan intends to become man, just as God did in the person of Jesus. The writings of a possessed mental patient lead them to Peter Kelson, a writer who studies serial killers. They think it's his body Satan will occupy. The youngest in the group, a teacher named Maya Larkin, goes to Peter to investigate further and to convince him to believe in the possibility of Evil incarnate. Other signs come to him as he and Maya them take a journey full of strange occurrences, self-discovery, and an ultimate showdown",Horror,10/13/2000,,/n3ScmhnLacOJGYNr9WNfnu5mgOB.jpg,/qmplwqJqjbWLFf1n1VQSemmR7EB.jpg
10384,Supernova,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",Horror,1/14/2000,,/p2Zdt99YSZsQumY1HYZBF1PXbKI.jpg,/AmHGUjhgXnOYRYrF2ZYMtzfwxPe.jpg
10385,Hanging Up,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",Drama,2/16/2000,,/sGUhaGbWrPzbRPT4QJ94QROHAYC.jpg,/lnnFFGhIXi6ZDU3r29eKHKTHdq0.jpg
10386,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",Animation,8/6/1999,,/wfClZdRb1x4LZ8B73Y9RSn8XAPa.jpg,/kPwxXszZDhCShmb82tCjkV15XsV.jpg
10387,荆轲刺秦王,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering.",History,10/8/1998,,/s8J0aq227wyA1VTojCy3zihlsyh.jpg,/hroNcPp2cn6mMWcYpkEud2GY78f.jpg
10388,The Limey,"The Limey follows Wilson, a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",Crime,5/15/1999,,/mKm56aTBr34ciZTpTWX6WoPubUY.jpg,/efAnFInZYrenNvBlLIXN2oLYyNc.jpg
10389,見鬼,"A blind concert violinist gets a cornea transplant allowing her to see again. However, she gets more than she bargained for when she realizes her new eye can see ghosts. She sets out to find the origins of the cornea and discover the fate of its former host.",Horror,5/9/2002,The Eye Collection,/ipdFB5oqz2qQG57SdYmcUYTmCYN.jpg,/cTtgcKrRWI0HNoHTwHF67x17Kk1.jpg
10390,For Love of the Game,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",Drama,9/17/1999,,/gcA4WLl98Lw7krdowyYv0g0XqFi.jpg,/vkeKxoSXE1qMArcFNTNBBH8TjKZ.jpg
10391,Bless the Child,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis takes up her cause when he realizes that Cody shares the same birth date as several other recently murdered children.",Drama,8/11/2000,,/6NE1VSzzXoJJsSLX87bTfa6WsRN.jpg,/s1RGEF8xIA6ecF8W4do8CaWI0yE.jpg
10392,Käpt’n Blaubär – Der Film,No overview found.,Animation,12/15/1999,,,/px1f1ID7y9kB14eZxwFDaNms4fk.jpg
10393,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",Comedy,8/11/2000,,/pI5UfbDtY0CoUq8tCFKaRejPl2j.jpg,/15jMvQh8sn4DZfSxiZWKRx7Lp4t.jpg
10394,Gangster No. 1,An old gangster is advised that Freddie Mays would leave jail after thirty years in prison. His mood changes and he recalls when he was a young punk and who joined Freddie's gang—a man he both envied and ultimately betrayed.,Action,6/9/2000,,/cnFn8iShHVnu0K4gGGKuII3JPJa.jpg,/gIQUVBPM9ehCelrjQEdKX29AaCT.jpg
10395,Wolf,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,Fantasy,6/17/1994,,/mNCxlBzodzLdRUzuK9TLVLPkbxX.jpg,/8ocZb9x6rN82i8ZzZ05j1vWKVOC.jpg
10396,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",Crime,12/2/1988,,/ngjt9LD61tm3N3Oap5MkZTmenKy.jpg,/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg
10397,Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",Drama,12/25/1999,,/nMdALaHWzShkvinJCg6CgaJrAZf.jpg,/k6u82Ah6tTt3hsMIbdaY81arANZ.jpg
10398,Double Jeopardy,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",Thriller,9/24/1999,,/ldlCIMEYCpSs7E4br08OCNpJgTW.jpg,/e8QCTF53UZQKHBGUcih0Itr7INr.jpg
10399,Mansfield Park,"When spirited young woman, Fanny Price is sent away to live on the great country estate of her rich cousins, she's meant to learn the ways of proper society. But while Fanny learns 'their' ways, she also enlightens them with a wit and sparkle all her own.",Drama,11/12/1999,,/m1AQcoEaU2i7Mu5sruWf1z6p11Y.jpg,/8wmitt5MhUovjDzxhVfWIifnnnV.jpg
10400,The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",Drama,9/17/1999,,/eIEsSLSjH1NOh3JL2fasrgG25Pr.jpg,/zhnxjsNnnpsBMF5V1H7Pzkec45Y.jpg
10401,La Fille sur le pont,"It's night on a Paris bridge. A girl leans over Seine River with tears in her eyes and a violent yearning to drown her sorrows. Out of nowhere someone takes an interest in her. He is Gabor, a knife thrower who needs a human target for his show. The girl, Adele, has never been lucky and nowhere else to go. So she follows him. They travel along the northern bank of the Mediterranean to perform.",Drama,3/31/1999,,/zl1dF68XZpMWCy4I5z1Wqo2pM9o.jpg,/sabGhb0Z2IpNtJGneBlK8o12XCT.jpg
10402,Deuce Bigalow: Male Gigolo,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",Comedy,12/10/1999,Deuce Bigalow Collection,/9i3m1O4CuExIz1cxmHm4ZYWkWYH.jpg,/zxTHZUGkaAKzrftwIY3fAx76Lmq.jpg
10403,The Player,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,Comedy,4/3/1992,,/tKyxF6ZyxF65CcJKBKId1VavpGP.jpg,/p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg
10404,大红灯笼高高挂,"China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand...",Drama,12/20/1991,,/7aRdT0ijJdME6jY8PzHgzAmw0dd.jpg,/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg
10406,Encino Man,"High school misfits Stoney and Dave discover a long-frozen primeval man buried in their back yard. But the thawed-out Link—as the boys have named him—quickly becomes a wild card in the teens' already zany southern California lives. After a shave and some new clothes, Link's presence at school makes the daily drudgery a lot more interesting.",Comedy,5/22/1992,,/a8TQ5FprDqfNHK436yXo5uVYcVY.jpg,/xRR9CLZOEKxAt4CNcFe7R7A4ptj.jpg
10407,Housesitter,"After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the time Newton learns of his ""marriage,"" the entire town feels like they know him.",Comedy,6/12/1992,,/lcdb7IBZ9Z4PQoIMPMKJBptU7OB.jpg,/pvAgp8vAlzcXqhCwmvgvFRsqgD6.jpg
10408,Flodder in Amerika!,The mayor of Sunny Dale see a chance to get rid of the Flodder family: They send the asocial bunch for an international exchange to New York. There they get confused with a Russian delegation of medical doctors while the street worker Werner who accompanies them becomes imprisoned.,Comedy,6/3/1992,Flodder Collection,/hzcqmc0bhh4l3yOU1qZ3yb6z8Zf.jpg,/sgF2RyQTFl9lKyT0CJlZhzZfbNI.jpg
